model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met,conflict_recognized
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.46,0.2,0.34,0.34
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.32,0.43,0.25,0.85
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.77,0.08,0.15,0.52
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.75,0.12,0.13,0.24
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.25,0.11,0.64,0.74
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.15,0.65,0.2,0.24
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.17,0.64,0.19,0.57
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.6,0.14,0.26,0.66
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.1,0.8,0.1,0.45
Llama-3.1-8B,marked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.87,0.12,0.25
Llama-3.1-8B,marked_system_detailed,conflicting_instructions,case_conflict,0.11,0.02,0.87,0.53
Llama-3.1-8B,marked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.39,0.39,0.22,0.33
Llama-3.1-8B,marked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.69,0.01,0.3,0.31
Llama-3.1-8B,marked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.46,0.19,0.35,0.57
Llama-3.1-8B,marked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.74,0.1,0.16,0.28
Llama-3.1-8B,marked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.64,0.04,0.32,0.58
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_reversed,case_conflict,0.16,0.03,0.81,0.46
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.09,0.72,0.19,0.24
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.77,0.19,0.35
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.65,0.12,0.23,0.72
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.14,0.69,0.17,0.37
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.06,0.73,0.21,0.71
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.06,0.46,0.48,0.48
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.23,0.53,0.24,0.24
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.68,0.09,0.23,0.31
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.42,0.38,0.2,0.84
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.86,0.06,0.08,0.41
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.88,0.05,0.07,0.25
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.31,0.05,0.64,0.55
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.72,0.2,0.22
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.16,0.59,0.25,0.43
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.57,0.22,0.21,0.54
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.06,0.9,0.04,0.25
Llama-3.1-8B,marked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.05,0.84,0.11,0.3
Llama-3.1-8B,marked_user_basic,conflicting_instructions,case_conflict,0.25,0.06,0.69,0.71
Llama-3.1-8B,marked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.66,0.19,0.15,0.48
Llama-3.1-8B,marked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.85,0.04,0.11,0.46
Llama-3.1-8B,marked_user_basic,conflicting_instructions,language_conflict: en_fr,0.74,0.08,0.18,0.83
Llama-3.1-8B,marked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.77,0.09,0.14,0.41
Llama-3.1-8B,marked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.66,0.08,0.26,0.54
Llama-3.1-8B,marked_user_basic,conflicting_instructions_reversed,case_conflict,0.71,0.0,0.29,0.65
Llama-3.1-8B,marked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.18,0.76,0.06,0.66
Llama-3.1-8B,marked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.32,0.5,0.18,0.76
Llama-3.1-8B,marked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.72,0.11,0.17,0.87
Llama-3.1-8B,marked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.38,0.26,0.36,0.57
Llama-3.1-8B,marked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.05,0.67,0.28,0.66
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context,case_conflict,0.1,0.31,0.59,0.72
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.1,0.69,0.21,0.1
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.4,0.21,0.39,0.61
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.38,0.52,0.1,0.87
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.75,0.15,0.1,0.62
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.8,0.13,0.07,0.35
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.31,0.14,0.55,0.78
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.1,0.76,0.14,0.42
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.19,0.59,0.22,0.77
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.52,0.21,0.27,0.82
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.07,0.9,0.03,0.57
Llama-3.1-8B,marked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.84,0.15,0.32
Llama-3.1-8B,marked_user_detailed,conflicting_instructions,case_conflict,0.08,0.01,0.91,0.61
Llama-3.1-8B,marked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.56,0.19,0.25,0.42
Llama-3.1-8B,marked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.82,0.01,0.17,0.4
Llama-3.1-8B,marked_user_detailed,conflicting_instructions,language_conflict: en_fr,0.61,0.06,0.33,0.78
Llama-3.1-8B,marked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.81,0.06,0.13,0.47
Llama-3.1-8B,marked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.65,0.02,0.33,0.65
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_reversed,case_conflict,0.26,0.01,0.73,0.71
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.73,0.19,0.5
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.05,0.77,0.18,0.55
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.63,0.14,0.23,0.78
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.15,0.69,0.16,0.44
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.03,0.71,0.26,0.68
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.12,0.27,0.61,0.58
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.33,0.45,0.22,0.3
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.63,0.1,0.27,0.39
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.37,0.41,0.22,0.9
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.89,0.06,0.05,0.42
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.91,0.05,0.04,0.43
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.45,0.04,0.51,0.66
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.1,0.71,0.19,0.33
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.17,0.62,0.21,0.47
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.51,0.25,0.24,0.68
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.11,0.84,0.05,0.39
Llama-3.1-8B,marked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.07,0.82,0.11,0.37
Llama-3.1-8B,task_specified_separation,conflicting_instructions,case_conflict,0.0,0.9,0.1,0.01
Llama-3.1-8B,task_specified_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.93,0.07,0.0
Llama-3.1-8B,task_specified_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.05,0.38,0.57,0.0
Llama-3.1-8B,task_specified_separation,conflicting_instructions,language_conflict: en_fr,0.04,0.82,0.14,0.5
Llama-3.1-8B,task_specified_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.07,0.6,0.33,0.0
Llama-3.1-8B,task_specified_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.36,0.64,0.0
Llama-3.1-8B,task_specified_separation,conflicting_instructions_reversed,case_conflict,0.13,0.26,0.61,0.45
Llama-3.1-8B,task_specified_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.06,0.74,0.2,0.02
Llama-3.1-8B,task_specified_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.06,0.76,0.18,0.02
Llama-3.1-8B,task_specified_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.29,0.67,0.04,0.06
Llama-3.1-8B,task_specified_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.09,0.83,0.08,0.05
Llama-3.1-8B,task_specified_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.95,0.05,0.07
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context,case_conflict,0.01,0.81,0.18,0.08
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.04,0.75,0.21,0.07
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.11,0.43,0.46,0.04
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.12,0.68,0.2,0.44
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.08,0.52,0.4,0.01
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.01,0.14,0.85,0.01
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.21,0.15,0.64,0.6
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.13,0.76,0.11,0.09
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.09,0.76,0.15,0.08
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.08,0.88,0.04,0.13
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.96,0.04,0.09
Llama-3.1-8B,task_specified_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.93,0.07,0.1
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions,case_conflict,0.02,0.82,0.16,0.32
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.88,0.12,0.0
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.6,0.06,0.34,0.06
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions,language_conflict: en_fr,0.3,0.57,0.13,0.76
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.14,0.31,0.55,0.0
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.08,0.05,0.87,0.02
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_reversed,case_conflict,0.43,0.05,0.52,0.83
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.62,0.3,0.06
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.76,0.2,0.13
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.62,0.23,0.15,0.6
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.11,0.69,0.2,0.04
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.02,0.74,0.24,0.12
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context,case_conflict,0.05,0.58,0.37,0.21
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.04,0.73,0.23,0.05
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.42,0.13,0.45,0.11
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.27,0.55,0.18,0.59
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.56,0.08,0.36,0.03
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.67,0.0,0.33,0.05
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.37,0.07,0.56,0.65
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.18,0.6,0.22,0.16
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.2,0.52,0.28,0.16
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.52,0.2,0.28,0.34
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.06,0.75,0.19,0.12
Llama-3.1-8B,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.91,0.08,0.12
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions,case_conflict,0.01,0.76,0.23,0.47
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.84,0.16,0.0
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.63,0.05,0.32,0.09
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.24,0.59,0.17,0.71
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.22,0.36,0.42,0.04
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.1,0.03,0.87,0.05
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_reversed,case_conflict,0.4,0.01,0.59,0.64
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.06,0.6,0.34,0.07
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.02,0.76,0.22,0.08
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.36,0.38,0.26,0.69
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.75,0.17,0.07
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.0,0.78,0.22,0.15
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.03,0.57,0.4,0.15
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.06,0.67,0.27,0.07
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.5,0.2,0.3,0.1
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.3,0.49,0.21,0.58
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.55,0.1,0.35,0.08
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.81,0.0,0.19,0.09
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.39,0.11,0.5,0.53
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.19,0.58,0.23,0.13
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.15,0.49,0.36,0.1
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.59,0.14,0.27,0.36
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.06,0.87,0.07,0.12
Llama-3.1-8B,unmarked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.92,0.08,0.1
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions,case_conflict,0.02,0.76,0.22,0.67
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.03,0.83,0.14,0.15
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.53,0.08,0.39,0.26
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions,language_conflict: en_fr,0.34,0.47,0.19,0.85
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.19,0.43,0.38,0.24
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.11,0.08,0.81,0.32
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_reversed,case_conflict,0.43,0.04,0.53,0.82
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.08,0.57,0.35,0.36
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.18,0.62,0.2,0.64
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.56,0.35,0.09,0.84
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.7,0.22,0.4
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.03,0.63,0.34,0.53
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context,case_conflict,0.04,0.53,0.43,0.32
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.02,0.69,0.29,0.06
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.46,0.16,0.38,0.11
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.3,0.46,0.24,0.85
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.55,0.01,0.44,0.07
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.67,0.05,0.28,0.12
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.41,0.12,0.47,0.7
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.17,0.54,0.29,0.21
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.2,0.52,0.28,0.3
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.42,0.21,0.37,0.52
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.04,0.82,0.14,0.21
Llama-3.1-8B,unmarked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.04,0.87,0.09,0.27
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions,case_conflict,0.0,0.62,0.38,0.77
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.04,0.77,0.19,0.32
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.63,0.06,0.31,0.27
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions,language_conflict: en_fr,0.34,0.43,0.23,0.77
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.23,0.41,0.36,0.26
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.15,0.07,0.78,0.34
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_reversed,case_conflict,0.34,0.0,0.66,0.77
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.1,0.51,0.39,0.36
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.04,0.73,0.23,0.5
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.48,0.31,0.21,0.75
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.06,0.78,0.16,0.44
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.02,0.66,0.32,0.41
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.03,0.58,0.39,0.26
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.09,0.56,0.35,0.08
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.42,0.21,0.37,0.16
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.37,0.52,0.11,0.86
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.49,0.11,0.4,0.21
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.73,0.01,0.26,0.27
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.33,0.07,0.6,0.67
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.17,0.59,0.24,0.21
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.16,0.53,0.31,0.27
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.56,0.17,0.27,0.55
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.04,0.87,0.09,0.24
Llama-3.1-8B,unmarked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.02,0.87,0.11,0.31
